A-site,B-site,X-site,T_f,O_f,r_A.eff,P_A,A_HOMO,χ_B,r_B_s+p,A_LUMO,r_B,IE_B,P_B,EA_B,X_p-electron,IC_B,1st_IP_B,VE_B,B_d-electron,1st_IP_X,χ_X,P_X,IC_X,r_X_s+p,r_X,X_s-electron,B_p-electron,EA_X,B_s-electron,X_d-electron,B_f-electron,X_f-electron,bandgap-ML(eV)
NH2NH3,Sr,I,0.9142179389897079,0.5363636363636363,2.17,2.603313579,-12.982000000000001,1.13,3.21,-6.67,1.18,11.0301,27.6,0.048,24,36,5.7,0,10,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,8,20,0,0,4.262758912451604
NH2NH3,Ta,F,1.0713739108887084,0.7368421052631579,2.17,2.603313579,-12.982000000000001,1.94,2.79,-6.67,0.98,15.5,13.1,0.322,6,71,7.89,3,23,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,10,0,14,0,1.3949225231221922
NH2NH3,Ta,Cl,1.0087042971765086,0.5414364640883977,2.17,2.603313579,-12.982000000000001,1.94,2.79,-6.67,0.98,15.5,13.1,0.322,11,71,7.89,3,23,12.97,3.16,2.18,18,1.01,1.81,6,24,3.613,10,0,14,0,1.192852802957203
NH2NH3,Ta,Br,0.9933166688096738,0.5,2.17,2.603313579,-12.982000000000001,1.94,2.79,-6.67,0.98,15.5,13.1,0.322,18,71,7.89,3,23,11.81,2.96,3.04,36,1.2,1.96,8,24,3.364,10,10,14,0,0.5926777924587329
NH2NH3,Ta,I,0.9717159225739659,0.44545454545454544,2.17,2.603313579,-12.982000000000001,1.94,2.79,-6.67,0.98,15.5,13.1,0.322,24,71,7.89,3,23,10.45,2.66,4.7,54,1.585,2.2,10,24,3.0589999999999997,10,20,14,0,0.5755532048665132
NH2NH3,Ti,F,1.1300793306634322,0.6466165413533834,2.17,2.603313579,-12.982000000000001,1.86,2.58,-6.67,0.86,13.5755,14.6,0.079,6,20,6.83,2,5,17.42,3.98,0.557,10,0.405,1.33,4,12,3.4010000000000002,6,0,0,0,1.5498709419984318
NH2NH3,Ti,Cl,1.0540393217687112,0.4751381215469613,2.17,2.603313579,-12.982000000000001,1.86,2.58,-6.67,0.86,13.5755,14.6,0.079,11,20,6.83,2,5,12.97,3.16,2.18,18,1.01,1.81,6,12,3.613,6,0,0,0,1.2624674529316802
NH2NH3,Ti,Br,1.0355854632271069,0.4387755102040816,2.17,2.603313579,-12.982000000000001,1.86,2.58,-6.67,0.86,13.5755,14.6,0.079,18,20,6.83,2,5,11.81,2.96,3.04,36,1.2,1.96,8,12,3.364,6,10,0,0,0.6347151305701793
NH2NH3,Ti,I,1.0098224293415727,0.3909090909090909,2.17,2.603313579,-12.982000000000001,1.86,2.58,-6.67,0.86,13.5755,14.6,0.079,24,20,6.83,2,5,10.45,2.66,4.7,54,1.585,2.2,10,12,3.0589999999999997,6,20,0,0,0.5909925841618361
NH2NH3,Tl,F,0.9065471553673686,1.0526315789473684,2.17,2.603313579,-12.982000000000001,1.69,2.235,-6.67,1.4,20.4283,7.5,0.377,6,79,6.11,1,30,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,11,0,14,0,2.306066856379149
NH2NH3,Tl,Cl,0.8767242956767785,0.7734806629834253,2.17,2.603313579,-12.982000000000001,1.69,2.235,-6.67,1.4,20.4283,7.5,0.377,11,79,6.11,1,30,12.97,3.16,2.18,18,1.01,1.81,6,24,3.613,11,0,14,0,2.0414259012146125
NH2NH3,Tl,Br,0.8691520852084647,0.7142857142857143,2.17,2.603313579,-12.982000000000001,1.69,2.235,-6.67,1.4,20.4283,7.5,0.377,18,79,6.11,1,30,11.81,2.96,3.04,36,1.2,1.96,8,24,3.364,11,10,14,0,1.0291821190764088
NH2NH3,Tl,I,0.8583490649403368,0.6363636363636362,2.17,2.603313579,-12.982000000000001,1.69,2.235,-6.67,1.4,20.4283,7.5,0.377,24,79,6.11,1,30,10.45,2.66,4.7,54,1.585,2.2,10,24,3.0589999999999997,11,20,14,0,0.6060730900549677
NH2NH3,V,F,1.1673932708268469,0.5939849624060151,2.17,2.603313579,-12.982000000000001,2.22,2.43,-6.67,0.79,14.618,12.4,0.525,6,21,6.75,3,3,17.42,3.98,0.557,10,0.405,1.33,4,12,3.4010000000000002,6,0,0,0,1.4278294586394344
NH2NH3,V,Cl,1.082417303508638,0.4364640883977901,2.17,2.603313579,-12.982000000000001,2.22,2.43,-6.67,0.79,14.618,12.4,0.525,11,21,6.75,3,3,12.97,3.16,2.18,18,1.01,1.81,6,12,3.613,6,0,0,0,1.2257597384744452
NH2NH3,V,Br,1.0619458204728875,0.4030612244897959,2.17,2.603313579,-12.982000000000001,2.22,2.43,-6.67,0.79,14.618,12.4,0.525,18,21,6.75,3,3,11.81,2.96,3.04,36,1.2,1.96,8,12,3.364,6,10,0,0,0.5946428613475817
NH2NH3,V,I,1.0334637571188,0.3590909090909091,2.17,2.603313579,-12.982000000000001,2.22,2.43,-6.67,0.79,14.618,12.4,0.525,24,21,6.75,3,3,10.45,2.66,4.7,54,1.585,2.2,10,12,3.0589999999999997,6,20,0,0,0.5694060830717417
NH2NH3,W,F,1.1048543456039803,0.6842105263157895,2.17,2.603313579,-12.982000000000001,1.79,2.735,-6.67,0.91,16.1,11.1,0.81626,6,72,7.98,4,24,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,10,0,14,0,1.390373770249214
NH2NH3,W,Cl,1.0346635989420805,0.5027624309392266,2.17,2.603313579,-12.982000000000001,1.79,2.735,-6.67,0.91,16.1,11.1,0.81626,11,72,7.98,4,24,12.97,3.16,2.18,18,1.01,1.81,6,24,3.613,10,0,14,0,1.1883040500842248
NH2NH3,W,Br,1.0175439046343,0.4642857142857143,2.17,2.603313579,-12.982000000000001,1.79,2.735,-6.67,0.91,16.1,11.1,0.81626,18,72,7.98,4,24,11.81,2.96,3.04,36,1.2,1.96,8,24,3.364,10,10,14,0,0.5804470217708808
NH2NH3,W,I,0.9935873420531228,0.4136363636363637,2.17,2.603313579,-12.982000000000001,1.79,2.735,-6.67,0.91,16.1,11.1,0.81626,24,72,7.98,4,24,10.45,2.66,4.7,54,1.585,2.2,10,24,3.0589999999999997,10,20,14,0,0.5618196836734982
NH2NH3,Y,F,0.9999489834961276,0.8609022556390977,2.17,2.603313579,-12.982000000000001,1.41,2.94,-6.67,1.145,12.224,22.7,0.307,6,37,6.22,1,11,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,1.586902901167009
NH2NH3,Y,Cl,0.9523807069788356,0.6325966850828729,2.17,2.603313579,-12.982000000000001,1.41,2.94,-6.67,1.145,12.224,22.7,0.307,11,37,6.22,1,11,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,8,0,0,0,1.285331384491394
NH2NH3,Y,Br,0.9405317250565028,0.5841836734693878,2.17,2.603313579,-12.982000000000001,1.41,2.94,-6.67,1.145,12.224,22.7,0.307,18,37,6.22,1,11,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,8,10,0,0,0.569792609823891
NH2NH3,Y,I,0.9237837470209902,0.5204545454545454,2.17,2.603313579,-12.982000000000001,1.41,2.94,-6.67,1.145,12.224,22.7,0.307,24,37,6.22,1,11,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,8,20,0,0,0.5512424534973495
NH2NH3,Zr,F,1.0101525445522106,0.8421052631578948,2.17,2.603313579,-12.982000000000001,1.7,2.825,-6.67,1.12,13.1,17.9,0.426,6,38,6.63,2,12,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,1.4766118003285775
NH2NH3,Zr,Cl,0.9605068222260952,0.6187845303867404,2.17,2.603313579,-12.982000000000001,1.7,2.825,-6.67,1.12,13.1,17.9,0.426,11,38,6.63,2,12,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,8,0,0,0,1.1750402836529625
NH2NH3,Zr,Br,0.9481659111365068,0.5714285714285715,2.17,2.603313579,-12.982000000000001,1.7,2.825,-6.67,1.12,13.1,17.9,0.426,18,38,6.63,2,12,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,8,10,0,0,0.6042352532309935
NH2NH3,Zr,I,0.9307399499353052,0.5090909090909091,2.17,2.603313579,-12.982000000000001,1.7,2.825,-6.67,1.12,13.1,17.9,0.426,24,38,6.63,2,12,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,8,20,0,0,0.5986961495977348
CH3NH3,Ag,F,1.0902527463228706,0.7067669172932329,2.17,2.96816307,-15.735,1.07,2.375,-6.3820000000000014,0.94,21.47746,7.2,1.3019999999999998,6,45,7.58,9,19,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,0.8490308769731474
CH3NH3,As,F,1.2131733990945666,0.5338345864661653,2.17,2.96816307,-15.735,2.27,1.415,-6.3820000000000014,0.71,18.5892,4.31,0.804,6,31,9.81,3,10,17.42,3.98,0.557,10,0.405,1.33,4,13,3.4010000000000002,8,0,0,0,1.0317328107301318
CH3NH3,As,Cl,1.1167797575882774,0.3922651933701657,2.17,2.96816307,-15.735,2.27,1.415,-6.3820000000000014,0.71,18.5892,4.31,0.804,11,31,9.81,3,10,12.97,3.16,2.18,18,1.01,1.81,6,13,3.613,8,0,0,0,0.8738526497375841
CH3NH3,Au,F,1.1591914445681106,0.6052631578947368,2.17,2.96816307,-15.735,1.19,2.66,-6.3820000000000014,0.805,20.2,5.8,2.30863,6,77,9.23,9,29,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,10,0,14,0,1.596219860380588
CH3NH3,Ba,F,0.923460348564521,1.0150375939849623,2.17,2.96816307,-15.735,1.08,3.4019999999999997,-6.3820000000000014,1.35,10.00383,39.7,0.14462,6,54,5.21,0,20,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,10,0,0,0,5.398598392044565
CH3NH3,Bi,F,0.9820927516479826,0.8947368421052628,2.17,2.96816307,-15.735,2.14,1.9969999999999999,-6.3820000000000014,1.19,16.703,7.4,0.942362,6,81,7.29,3,30,17.42,3.98,0.557,10,0.405,1.33,4,25,3.4010000000000002,12,0,14,0,0.867879732263869
CH3NH3,Ca,F,1.0621775683059724,0.7518796992481203,2.17,2.96816307,-15.735,1.17,3.0,-6.3820000000000014,1.0,11.87172,25.0,0.02455,6,18,6.11,0,0,17.42,3.98,0.557,10,0.405,1.33,4,12,3.4010000000000002,6,0,0,0,5.489513543969347
CH3NH3,Cd,F,1.0854709360319807,0.7142857142857142,2.17,2.96816307,-15.735,1.4,2.215,-6.3820000000000014,0.95,16.90831,7.36,0.3983,6,46,8.99,10,20,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,2.6235451660638884
CH3NH3,Cu,F,1.2013950165790857,0.5488721804511277,2.17,2.96816307,-15.735,1.9,2.04,-6.3820000000000014,0.73,20.2924,6.1,1.235,6,27,7.73,9,9,17.42,3.98,0.557,10,0.405,1.33,4,12,3.4010000000000002,6,0,0,0,0.7200590904450624
CH3NH3,Cu,Cl,1.1079862161899443,0.4033149171270718,2.17,2.96816307,-15.735,1.9,2.04,-6.3820000000000014,0.73,20.2924,6.1,1.235,11,27,7.73,9,9,12.97,3.16,2.18,18,1.01,1.81,6,12,3.613,6,0,0,0,0.5221044294329618
CH3NH3,Cu,Br,1.0856323443496063,0.3724489795918368,2.17,2.96816307,-15.735,1.9,2.04,-6.3820000000000014,0.73,20.2924,6.1,1.235,18,27,7.73,9,9,11.81,2.96,3.04,36,1.2,1.96,8,12,3.364,6,10,0,0,0.1338164110527305
CH3NH3,Cu,I,1.0546268374693557,0.3318181818181818,2.17,2.96816307,-15.735,1.9,2.04,-6.3820000000000014,0.73,20.2924,6.1,1.235,24,27,7.73,9,9,10.45,2.66,4.7,54,1.585,2.2,10,12,3.0589999999999997,6,20,0,0,0.0652811301944286
CH3NH3,Ge,F,1.2013950165790857,0.5488721804511277,2.17,2.96816307,-15.735,2.01,1.56,-6.3820000000000014,0.73,15.934610000000001,5.84,1.232712,6,30,7.9,2,10,17.42,3.98,0.557,10,0.405,1.33,4,12,3.4010000000000002,8,0,0,0,2.7603895118903674
CH3NH3,Ge,I,1.0546268374693557,0.3318181818181818,2.17,2.96816307,-15.735,2.01,1.56,-6.3820000000000014,0.73,15.934610000000001,5.84,1.232712,24,30,7.9,2,10,10.45,2.66,4.7,54,1.585,2.2,10,12,3.0589999999999997,8,20,0,0,1.1986042271035133
CH3NH3,Hf,F,1.0269185618891767,0.8120300751879699,2.17,2.96816307,-15.735,1.73,2.91,-6.3820000000000014,1.08,15.0,16.2,0.013999999999999999,6,70,6.83,2,22,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,10,0,14,0,0.9472418114227611
CH3NH3,In,F,1.0690599283597908,0.7406015037593985,2.17,2.96816307,-15.735,1.63,2.05,-6.3820000000000014,0.985,18.8703,9.1,0.3,6,47,5.79,1,20,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,9,0,0,0,2.401333088524833
CH3NH3,Mg,F,1.2072554800745934,0.5413533834586466,2.17,2.96816307,-15.735,1.31,2.03,-6.3820000000000014,0.72,15.03527,10.6,0.2623,6,10,7.65,0,0,17.42,3.98,0.557,10,0.405,1.33,4,6,3.4010000000000002,4,0,0,0,3.558354977573154
CH3NH3,Mo,F,1.1098088493959266,0.6766917293233082,2.17,2.96816307,-15.735,1.94,2.72,-6.3820000000000014,0.9,16.16,12.8,0.748,6,40,7.09,4,14,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,0.8390358056325034
CH3NH3,Nb,F,1.0667559198934982,0.744360902255639,2.17,2.96816307,-15.735,2.03,2.79,-6.3820000000000014,0.99,14.0,15.7,0.9159999999999999,6,39,6.76,3,13,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,0.7886955425693595
CH3NH3,Ni,F,1.2251850169073841,0.5187969924812029,2.17,2.96816307,-15.735,1.76,2.18,-6.3820000000000014,0.69,18.16884,6.8,1.156,6,26,7.64,8,8,17.42,3.98,0.557,10,0.405,1.33,4,12,3.4010000000000002,6,0,0,0,0.7588684412665171
CH3NH3,Ni,Cl,1.1257139956489837,0.3812154696132597,2.17,2.96816307,-15.735,1.76,2.18,-6.3820000000000014,0.69,18.16884,6.8,1.156,11,26,7.64,8,8,12.97,3.16,2.18,18,1.01,1.81,6,12,3.613,6,0,0,0,0.5567987211015282
CH3NH3,Ni,Br,1.1020192476605437,0.3520408163265306,2.17,2.96816307,-15.735,1.76,2.18,-6.3820000000000014,0.69,18.16884,6.8,1.156,18,26,7.64,8,8,11.81,2.96,3.04,36,1.2,1.96,8,12,3.364,6,10,0,0,0.09597165526480497
CH3NH3,P,F,1.2626906806902634,0.4736842105263158,2.17,2.96816307,-15.735,2.32,1.24,-6.3820000000000014,0.63,19.7695,3.63,0.746607,6,13,10.49,3,0,17.42,3.98,0.557,10,0.405,1.33,4,7,3.4010000000000002,6,0,0,0,1.0317328107301318
CH3NH3,P,Cl,1.15339548734527,0.34806629834254144,2.17,2.96816307,-15.735,2.32,1.24,-6.3820000000000014,0.63,19.7695,3.63,0.746607,11,13,10.49,3,0,12.97,3.16,2.18,18,1.01,1.81,6,7,3.613,6,0,0,0,0.8738526497375841
CH3NH3,P,Br,1.1275486510812514,0.32142857142857145,2.17,2.96816307,-15.735,2.32,1.24,-6.3820000000000014,0.63,19.7695,3.63,0.746607,18,13,10.49,3,0,11.81,2.96,3.04,36,1.2,1.96,8,7,3.364,6,10,0,0,0.018842468087284292
CH3NH3,Pb,F,0.9820927516479826,0.8947368421052628,2.17,2.96816307,-15.735,1.8,2.09,-6.3820000000000014,1.19,15.03248,6.98,0.364,6,80,7.42,2,30,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,12,0,14,0,2.4216159376202877
CH3NH3,Pb,Cl,0.938094996374153,0.6574585635359116,2.17,2.96816307,-15.735,1.8,2.09,-6.3820000000000014,1.19,15.03248,6.98,0.364,11,80,7.42,2,30,12.97,3.16,2.18,18,1.01,1.81,6,24,3.613,12,0,14,0,2.1569749824557523
CH3NH3,Pb,Br,0.9270955575556956,0.6071428571428571,2.17,2.96816307,-15.735,1.8,2.09,-6.3820000000000014,1.19,15.03248,6.98,0.364,18,80,7.42,2,30,11.81,2.96,3.04,36,1.2,1.96,8,24,3.364,12,10,14,0,1.6383976803486338
CH3NH3,Pb,I,0.911521130910092,0.5409090909090909,2.17,2.96816307,-15.735,1.8,2.09,-6.3820000000000014,1.19,15.03248,6.98,0.364,24,80,7.42,2,30,10.45,2.66,4.7,54,1.585,2.2,10,24,3.0589999999999997,12,20,14,0,1.1888696597465302
CH3NH3,Pd,F,1.1300793306634322,0.6466165413533834,2.17,2.96816307,-15.735,2.08,2.45,-6.3820000000000014,0.86,19.43,4.8,0.562,6,44,8.34,8,18,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,1.032178022876542
CH3NH3,Pd,Cl,1.0540393217687112,0.4751381215469613,2.17,2.96816307,-15.735,2.08,2.45,-6.3820000000000014,0.86,19.43,4.8,0.562,11,44,8.34,8,18,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,8,0,0,0,0.8742978618839943
CH3NH3,Re,F,1.1352631808040898,0.6390977443609022,2.17,2.96816307,-15.735,2.06,2.68,-6.3820000000000014,0.85,17.833,9.7,0.15,6,73,7.88,5,25,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,10,0,14,0,0.8247918948169354
CH3NH3,Rh,F,1.1404948083653992,0.631578947368421,2.17,2.96816307,-15.735,1.99,2.52,-6.3820000000000014,0.84,18.08,8.6,1.137,6,43,7.46,7,17,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,0.8339870063387929
CH3NH3,Sb,F,0.9860054717740704,0.8872180451127819,2.17,2.96816307,-15.735,2.14,1.765,-6.3820000000000014,1.18,16.63,6.6,1.046,6,49,8.54,3,20,17.42,3.98,0.557,10,0.405,1.33,4,19,3.4010000000000002,10,0,0,0,0.6540510787965168
CH3NH3,Sc,F,1.0902527463228706,0.7067669172932329,2.17,2.96816307,-15.735,1.5,2.75,-6.3820000000000014,0.94,12.79977,17.8,0.188,6,19,6.56,1,1,17.42,3.98,0.557,10,0.405,1.33,4,12,3.4010000000000002,6,0,0,0,1.065933606043193
CH3NH3,Si,F,1.2499362293701597,0.4887218045112782,2.17,2.96816307,-15.735,1.98,1.42,-6.3820000000000014,0.65,16.54584,5.53,1.3895211,6,12,8.15,2,0,17.42,3.98,0.557,10,0.405,1.33,4,6,3.4010000000000002,6,0,0,0,2.3642429593425613
CH3NH3,Si,Cl,1.144018288261162,0.35911602209944754,2.17,2.96816307,-15.735,1.98,1.42,-6.3820000000000014,0.65,16.54584,5.53,1.3895211,11,12,8.15,2,0,12.97,3.16,2.18,18,1.01,1.81,6,6,3.613,6,0,0,0,2.143791563350469
CH3NH3,Sn,F,1.0101525445522106,0.8421052631578948,2.17,2.96816307,-15.735,1.96,1.88,-6.3820000000000014,1.12,14.6322,6.28,1.112067,6,48,7.34,2,10,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,10,0,0,0,1.9162712333685628
CH3NH3,Sn,Br,0.9481659111365068,0.5714285714285715,2.17,2.96816307,-15.735,1.96,1.88,-6.3820000000000014,1.12,14.6322,6.28,1.112067,18,48,7.34,2,10,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,10,10,0,0,1.2575669971371597
CH3NH3,Sn,I,0.9307399499353052,0.5090909090909091,2.17,2.96816307,-15.735,1.96,1.88,-6.3820000000000014,1.12,14.6322,6.28,1.112067,24,48,7.34,2,10,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,10,20,0,0,0.7971675214371071
CH3NH3,Sr,F,0.9860054717740704,0.8872180451127819,2.17,2.96816307,-15.735,1.13,3.21,-6.3820000000000014,1.18,11.0301,27.6,0.048,6,36,5.7,0,10,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,5.533328596081498
CH3NH3,Ta,F,1.0713739108887084,0.7368421052631579,2.17,2.96816307,-15.735,1.94,2.79,-6.3820000000000014,0.98,15.5,13.1,0.322,6,71,7.89,3,23,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,10,0,14,0,0.8379419224395167
CH3NH3,Ti,F,1.1300793306634322,0.6466165413533834,2.17,2.96816307,-15.735,1.86,2.58,-6.3820000000000014,0.86,13.5755,14.6,0.079,6,20,6.83,2,5,17.42,3.98,0.557,10,0.405,1.33,4,12,3.4010000000000002,6,0,0,0,0.9852644264650144
CH3NH3,Tl,F,0.9065471553673686,1.0526315789473684,2.17,2.96816307,-15.735,1.69,2.235,-6.3820000000000014,1.4,20.4283,7.5,0.377,6,79,6.11,1,30,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,11,0,14,0,1.9241103680827716
CH3NH3,V,F,1.1673932708268469,0.5939849624060151,2.17,2.96816307,-15.735,2.22,2.43,-6.3820000000000014,0.79,14.618,12.4,0.525,6,21,6.75,3,3,17.42,3.98,0.557,10,0.405,1.33,4,12,3.4010000000000002,6,0,0,0,0.870848857956759
CH3NH3,V,Cl,1.082417303508638,0.4364640883977901,2.17,2.96816307,-15.735,2.22,2.43,-6.3820000000000014,0.79,14.618,12.4,0.525,11,21,6.75,3,3,12.97,3.16,2.18,18,1.01,1.81,6,12,3.613,6,0,0,0,0.6687791377917701
CH3NH3,V,Br,1.0619458204728875,0.4030612244897959,2.17,2.96816307,-15.735,2.22,2.43,-6.3820000000000014,0.79,14.618,12.4,0.525,18,21,6.75,3,3,11.81,2.96,3.04,36,1.2,1.96,8,12,3.364,6,10,0,0,0.02180484946580808
CH3NH3,W,F,1.1048543456039803,0.6842105263157895,2.17,2.96816307,-15.735,1.79,2.735,-6.3820000000000014,0.91,16.1,11.1,0.81626,6,72,7.98,4,24,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,10,0,14,0,0.8390358056325034
CH3NH3,Y,F,0.9999489834961276,0.8609022556390977,2.17,2.96816307,-15.735,1.41,2.94,-6.3820000000000014,1.145,12.224,22.7,0.307,6,37,6.22,1,11,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,1.0541312834069938
CH3NH3,Zr,F,1.0101525445522106,0.8421052631578948,2.17,2.96816307,-15.735,1.7,2.825,-6.3820000000000014,1.12,13.1,17.9,0.426,6,38,6.63,2,12,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,0.8958964219273612
(CH2)3NH2,Ag,F,1.193048005261884,0.7067669172932329,2.5,5.406571467000001,-13.364,1.07,2.375,-5.8210000000000015,0.94,21.47746,7.2,1.3019999999999998,6,45,7.58,9,19,17.42,3.98,0.557,10,0.405,1.33,4,18,3.4010000000000002,8,0,0,0,2.3946751944957443
(CH2)3NH2,Ag,Cl,1.1082291734232799,0.5193370165745856,2.5,5.406571467000001,-13.364,1.07,2.375,-5.8210000000000015,0.94,21.47746,7.2,1.3019999999999998,11,45,7.58,9,19,12.97,3.16,2.18,18,1.01,1.81,6,18,3.613,8,0,0,0,1.4607333611558646
(CH2)3NH2,Ag,Br,1.0874814634800007,0.4795918367346938,2.5,5.406571467000001,-13.364,1.07,2.375,-5.8210000000000015,0.94,21.47746,7.2,1.3019999999999998,18,45,7.58,9,19,11.81,2.96,3.04,36,1.2,1.96,8,18,3.364,8,10,0,0,0.7064283874898426
(CH2)3NH2,Ag,I,1.0584082393556602,0.4272727272727272,2.5,5.406571467000001,-13.364,1.07,2.375,-5.8210000000000015,0.94,21.47746,7.2,1.3019999999999998,24,45,7.58,9,19,10.45,2.66,4.7,54,1.585,2.2,10,18,3.0589999999999997,8,20,0,0,0.5447897179274028
(CH2)3NH2,As,F,1.3275583195806258,0.5338345864661653,2.5,5.406571467000001,-13.364,2.27,1.415,-5.8210000000000015,0.71,18.5892,4.31,0.804,6,31,9.81,3,10,17.42,3.98,0.557,10,0.405,1.33,4,13,3.4010000000000002,8,0,0,0,2.5206790999976776
(CH2)3NH2,As,Cl,1.2093770741722298,0.3922651933701657,2.5,5.406571467000001,-13.364,2.27,1.415,-5.8210000000000015,0.71,18.5892,4.31,0.804,11,31,9.81,3,10,12.97,3.16,2.18,18,1.01,1.81,6,13,3.613,8,0,0,0,1.6309268258302403
(CH2)3NH2,As,Br,1.1811596419820232,0.3622448979591837,2.5,5.406571467000001,-13.364,2.27,1.415,-5.8210000000000015,0.71,18.5892,4.31,0.804,18,31,9.81,3,10,11.81,2.96,3.04,36,1.2,1.96,8,13,3.364,8,10,0,0,0.678355191000701
(CH2)3NH2,As,I,1.1420624988236334,0.3227272727272727,2.5,5.406571467000001,-13.364,2.27,1.415,-5.8210000000000015,0.71,18.5892,4.31,0.804,24,31,9.81,3,10,10.45,2.66,4.7,54,1.585,2.2,10,13,3.0589999999999997,8,20,0,0,0.5240932984377711
(CH2)3NH2,Au,F,1.268486637913104,0.6052631578947368,2.5,5.406571467000001,-13.364,1.19,2.66,-5.8210000000000015,0.805,20.2,5.8,2.30863,6,77,9.23,9,29,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,10,0,14,0,3.007725279124081
(CH2)3NH2,Au,Cl,1.165441769374386,0.4447513812154696,2.5,5.406571467000001,-13.364,1.19,2.66,-5.8210000000000015,0.805,20.2,5.8,2.30863,11,77,9.23,9,29,12.97,3.16,2.18,18,1.01,1.81,6,24,3.613,10,0,14,0,2.117973004956641
(CH2)3NH2,Au,Br,1.1405773034690785,0.41071428571428575,2.5,5.406571467000001,-13.364,1.19,2.66,-5.8210000000000015,0.805,20.2,5.8,2.30863,18,77,9.23,9,29,11.81,2.96,3.04,36,1.2,1.96,8,24,3.364,10,10,14,0,1.160898783804201
(CH2)3NH2,Au,I,1.105957361589608,0.3659090909090909,2.5,5.406571467000001,-13.364,1.19,2.66,-5.8210000000000015,0.805,20.2,5.8,2.30863,24,77,9.23,9,29,10.45,2.66,4.7,54,1.585,2.2,10,24,3.0589999999999997,10,20,14,0,0.9727193399921559
(CH2)3NH2,Ba,F,1.0105294671434617,1.0150375939849623,2.5,5.406571467000001,-13.364,1.08,3.4019999999999997,-5.8210000000000015,1.35,10.00383,39.7,0.14462,6,54,5.21,0,20,17.42,3.98,0.557,10,0.405,1.33,4,24,3.4010000000000002,10,0,0,0,5.376896802955301
(CH2)3NH2,Ba,Cl,0.9644399452259556,0.7458563535911602,2.5,5.406571467000001,-13.364,1.08,3.4019999999999997,-5.8210000000000015,1.35,10.00383,39.7,0.14462,11,54,5.21,0,20,12.97,3.16,2.18,18,1.01,1.81,6,24,3.613,10,0,0,0,4.885599123750495
(CH2)3NH2,Ba,Br,0.9527783214779462,0.6887755102040817,2.5,5.406571467000001,-13.364,1.08,3.4019999999999997,-5.8210000000000015,1.35,10.00383,39.7,0.14462,18,54,5.21,0,20,11.81,2.96,3.04,36,1.2,1.96,8,24,3.364,10,10,0,0,4.452120766211795
(CH2)3NH2,Ba,I,0.9361695412892318,0.6136363636363636,2.5,5.406571467000001,-13.364,1.08,3.4019999999999997,-5.8210000000000015,1.35,10.00383,39.7,0.14462,24,54,5.21,0,20,10.45,2.66,4.7,54,1.585,2.2,10,24,3.0589999999999997,10,20,0,0,3.813631090141264
